URN,LANAME,LA,ESTAB,LAESTAB,SCHNAME,STREET,LOCALITY,ADDRESS3,TOWN,POSTCODE,SCHSTATUS,OPENDATE,CLOSEDATE,MINORGROUP,SCHOOLTYPE,ISPRIMARY,ISSECONDARY,ISPOST16,AGELOW,AGEHIGH,GENDER,RELCHAR,ADMPOL
141906,West Sussex,938,2166,9382166,Holmbush Primary Academy,Hawkins Crescent,,,Shoreham-by-Sea,BN43 6TN,Open,,,Academy,Academy converter,1,0,0,2,11,Mixed,Does not apply,Not applicable
142089,West Sussex,938,4012,9384012,The Burgess Hill Academy,Station Road,,,Burgess Hill,RH15 9EA,Open,,,Academy,Academy sponsor led,0,1,0,11,16,Mixed,Does not apply,Non-selective
142141,West Sussex,938,2138,9382138,Barnham Primary School,Elm Grove,Barnham,,Bognor Regis,PO22 0HW,Open,,,Academy,Academy converter,1,0,0,4,11,Mixed,Does not apply,Not applicable
142290,West Sussex,938,2150,9382150,Pound Hill Infant Academy,Crawley Lane,Pound Hill,Pound Hill Infant Academy,Crawley,RH10 7EB,Open,,,Academy,Academy converter,1,0,0,4,7,Mixed,Does not apply,Not applicable
142291,West Sussex,938,2257,9382257,Lindfield Primary Academy,School Lane,Lindfield,,Haywards Heath,RH16 2DX,Open,,,Academy,Academy converter,1,0,0,5,11,Mixed,Does not apply,Not applicable
142381,West Sussex,938,2085,9382085,Orchards Junior School,Nelson Road,,,Worthing,BN12 6EN,Open,,,Academy,Academy converter,1,0,0,7,11,Mixed,Does not apply,Not applicable
143386,West Sussex,938,2233,9382233,"The Laurels Primary School, Worthing",Winterbourne Way,West Durrington,,Worthing,BN13 3QH,Open,,,Academy,Academy converter,1,0,0,4,11,Mixed,Does not apply,Not applicable
143387,West Sussex,938,3367,9383367,Seaside Primary School,Freshbrook Road,,,Lancing,BN15 8DL,Open,,,Academy,Academy converter,1,0,0,4,11,Mixed,Does not apply,Not applicable
143400,West Sussex,938,6002,9386002,New Barn School,Guildford Road,Broadbridge Heath,West Sussex,,RH12 3PQ,Open,,,Special school,Other independent special school,1,1,1,7,19,Mixed,None,Not applicable
143553,West Sussex,938,2027,9382027,St. Joseph's CofE Junior School,Orchard Street,,,Chichester,PO19 1DQ,Open,,,Academy,Academy sponsor led,1,0,0,7,11,Mixed,Church of England,Not applicable
143635,West Sussex,938,3361,9383361,Gossops Green Primary,Kidborough Road,Gossops Green,,Crawley,RH11 8HW,Open,,,Academy,Academy converter,1,0,0,4,11,Mixed,Does not apply,Not applicable
143935,West Sussex,938,6003,9386003,Reflections Small School,Tudor Court,52 Richmond Road,Worthing,West Sussex,BN11 1PS,Open,,,Independent school,Other independent school,1,0,0,4,8,Mixed,None,Not applicable
143973,West Sussex,938,2244,9382244,Desmond Anderson Primary Academy,Anderson Road,Tilgate,,Crawley,RH10 5EA,Open,,,Academy,Academy converter,1,0,0,2,11,Mixed,Does not apply,Not applicable
144243,West Sussex,938,4800,9384800,St Philip Howard Catholic School,Elm Grove South,Barnham,,Bognor Regis,PO22 0EN,Open,,,Academy,Academy converter,0,1,1,11,18,Mixed,Roman Catholic,Non-selective
144244,West Sussex,938,2024,9382024,East Preston Junior School,Lashmar Road,East Preston,,Littlehampton,BN16 1EZ,Open,,,Academy,Academy converter,1,0,0,7,11,Mixed,Does not apply,Not applicable
144401,West Sussex,938,2041,9382041,St Mary's Catholic Primary School,Cobden Road,,,Worthing,BN11 4BD,Open,,,Academy,Academy sponsor led,1,0,0,4,11,Mixed,Roman Catholic,Not applicable
144453,West Sussex,938,2223,9382223,Northlands Wood Primary Academy,Beech Hill,,,Haywards Heath,RH16 3RX,Open,,,Academy,Academy converter,1,0,0,4,11,Mixed,Does not apply,Not applicable
144599,West Sussex,938,2047,9382047,Southgate Primary,Barrington Road,Southgate,,Crawley,RH10 6DG,Open,,,Academy,Academy sponsor led,1,0,0,4,11,Mixed,Does not apply,Not applicable
145394,West Sussex,938,7019,9387019,Brantridge School,Staplefield Place,Staplefield,,Haywards Heath,RH17 6EQ,Open,,,Special school,Academy special converter,1,0,0,6,11,Boys,Does not apply,Not applicable
145544,West Sussex,938,2230,9382230,Waterfield Primary School,Waterfield Gardens,Bewbush,Waterfield Primary School,Crawley,RH11 8RA,Open,,,Academy,Academy converter,1,0,0,3,11,Mixed,Does not apply,Not applicable
145925,West Sussex,938,2054,9382054,Downsbrook Primary School,Dominion Road,,,Worthing,BN14 8GD,Open,,,Academy,Academy sponsor led,1,0,0,4,11,Mixed,Does not apply,Not applicable
146274,West Sussex,938,7000,9387000,Littlegreen Academy,Compton,,,Chichester,PO18 9NW,Open,01-01-2019,,Special school,Academy special sponsor led,1,1,0,7,16,Boys,Does not apply,Not applicable
146448,West Sussex,938,3321,9383321,The March CofE Primary School,Claypit Lane,Westhampnett,,Chichester,PO18 0NU,Open,01-12-2018,,Academy,Academy converter,1,0,0,4,11,Mixed,Church of England,Not applicable
147187,West Sussex,938,4014,9384014,Bohunt Horsham,Hurst Road,,,Horsham,RH12 2DN,Open,02-09-2019,,Academy,Free schools,1,1,0,4,16,Mixed,Does not apply,Non-selective
147193,West Sussex,938,2056,9382056,Kilnwood Vale Primary School,Calvert Link,,Faygate,Horsham,RH12 0BZ,Open,02-09-2019,,Academy,Free schools,1,0,0,2,11,Mixed,None,Non-selective
147546,West Sussex,938,6004,9386004,Educate U,"Unit 2,",58c Chapel Road,Worthing,West Sussex,BN12 6JT,Open,02-12-2019,,Independent school,Other independent school,1,1,0,5,16,Mixed,None,Selective
147911,West Sussex,938,6006,9386006,Atelier21 Future School,Broadfield Park,Brighton Road,Crawley,West Sussex,RH11 9RZ,Open,24-08-2020,,Independent school,Other independent school,1,1,0,4,14,Mixed,None
147936,West Sussex,938,2176,9382176,Milton Mount Primary School,Grattons Drive,Pound Hill,,Crawley,RH10 3AG,Open,01-09-2020,,Academy,Academy converter,1,0,0,4,11,Mixed,Does not apply,Not applicable
147937,West Sussex,938,3355,9383355,St Joseph's Catholic Primary School,Hazelgrove Road,,,Haywards Heath,RH16 3PQ,Open,01-09-2020,,Academy,Academy converter,1,0,0,4,11,Mixed,Roman Catholic,Not applicable
148141,West Sussex,938,2057,9382057,Blackwell Primary School,Blackwell Farm Road,,,East Grinstead,RH19 3JL,Open,01-09-2020,,Academy,Academy sponsor led,1,0,0,4,11,Mixed,Does not apply,Not applicable
148170,West Sussex,938,3007,9383007,Clapham and Patching CofE Primary School,The Street,Clapham,,Worthing,BN13 3UU,Open,01-11-2020,,Academy,Academy converter,1,0,0,4,11,Mixed,Church of England,Not applicable
148184,West Sussex,938,2059,9382059,Rumboldswhyke CofE Primary School,Rumbolds Close,,,Chichester,PO19 7UA,Open,01-10-2020,,Academy,Academy sponsor led,1,0,0,5,7,Mixed,Church of England,Not applicable
148221,West Sussex,938,4501,9384501,Steyning Grammar School,Shooting Field,,,Steyning,BN44 3RX,Open,01-12-2020,,Academy,Academy converter,0,1,1,11,18,Mixed,Church of England,Non-selective
148286,West Sussex,938,2012,9382012,St. Joseph's Infant School,Orchard Gardens,,,Chichester,PO19 1DG,Open,01-12-2020,,Academy,Academy converter,1,0,0,4,7,Mixed,Does not apply,Not applicable
148396,West Sussex,938,2060,9382060,Graffham Church of England Infant School (Voluntary Controlled),,Graffham,,Petworth,GU28 0NJ,Open,,,Maintained school,Voluntary controlled school,1,0,0,4,7,Mixed,Church of England,Not applicable
148719,West Sussex,938,2075,9382075,Whytemead Primary School,Dominion Road,,,Worthing,BN14 8LH,Open,01-10-2021,,Academy,Academy converter,1,0,0,4,11,Mixed,Does not apply,Not applicable
